OBJECTID,VEHICLES,YEAR_OF_RE,ACCIDENT_D,ACCIDENT_1,ACCIDENT_H,LEG,HOUSE_NUMB,RB_NUMBER,DRIVER1_AG,DRIVER2_AG,DRIVER1_SE,DRIVER2_SE,VEHICLE1_T,VEHICLE2_T,NUM_INJURI,INJURY_F,INJURY_PI1,INJURY_PI2,INJURY_PI3,DIRECTION1,DIRECTION2,VEHICLE1_C,VEHICLE2_C,CIRCUMSTAN,CIRCUMST_1,DANGER_UNS,DANGER_U_1,DRIVER1_CO,DRIVER2_CO,PED_AGE,PED_SEX,PED_CONDIT,PED_ACTION,ROAD_CONDI,WEATHER,PROBLEM_EL,ACCIDENT_T,ENTER_DATE,Editor,STATUS,Location 1
33176,1,2008,07/05/2008 07:00 AM +0000,7,19,IN,,v41083,34,0,M,,MS,,0,0,0,0,0,E,,0,0,0,,0,0,N,N,34,M,,1,N,C,NS,99,09/10/2008 07:00 AM +0000,Martinez,1,"Blondo and Papillion Pkwy
Omaha, NE 68104
(41.295230000000004, -96.00216)"
33184,1,2008,07/05/2008 07:00 AM +0000,7,0,MB,3729,v40908,26,0,M,,PA,,1,1,0,0,0,E,,0,0,19,,0,0,O,N,22,M,,10,D,C,NS,99,09/10/2008 07:00 AM +0000,Martinez,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
33278,1,2008,07/09/2008 07:00 AM +0000,4,7,IN,,v41908,34,0,F,,PA,,1,0,1,0,0,E,,0,0,0,,0,0,N,N,23,F,N,8,D,O,NS,99,09/15/2008 07:00 AM +0000,Martinez,1,"23rd and P
Omaha, NE 68104
(41.295230000000004, -96.00216)"
33487,1,2008,07/16/2008 07:00 AM +0000,4,8,MB,4025,v43779,38,0,F,,PA,,0,0,0,0,0,E,,0,0,2,,0,0,N,N,40,F,D,5,D,C,RD,32,09/18/2008 07:00 AM +0000,Martinez,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
33782,1,2008,07/29/2008 07:00 AM +0000,3,7,IN,,v47351,58,0,M,,PA,,1,0,1,0,0,N,,0,0,0,,0,0,N,N,54,M,N,1,D,C,NS,99,,Martinez,1,"28th and Leavenworth
Omaha, NE 68104
(41.295230000000004, -96.00216)"
33795,1,2008,07/29/2008 07:00 AM +0000,3,22,IN,,v47790,27,0,M,,PA,,1,0,0,1,0,N,,0,0,2,,0,0,N,N,64,F,N,1,D,C,NS,99,09/25/2008 07:00 AM +0000,Martinez,1,"27th and St Marys Ave
Omaha, NE 68104
(41.25356776078456, -95.9517674359787)"
34021,1,2008,08/08/2008 07:00 AM +0000,6,10,IN,,v50146,30,0,M,,PA,,1,0,0,1,0,E,,0,0,2,,0,0,N,N,44,F,N,1,D,C,NS,99,10/02/2008 07:00 AM +0000,Martinez,1,"15th and Harney
Omaha, NE 68104
(41.295230000000004, -96.00216)"
34190,1,2008,08/13/2008 07:00 AM +0000,4,19,MB,,v51662,16,0,F,,PA,,1,0,1,0,0,S,,0,0,,,0,0,N,N,17,F,N,8,D,C,NS,99,10/08/2008 07:00 AM +0000,Martinez,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
34447,1,2008,08/24/2008 07:00 AM +0000,1,18,MB,,v54634,24,0,M,,PA,,1,0,0,1,0,W,,0,0,0,,0,0,N,N,3,,N,8,D,C,NS,99,10/15/2008 07:00 AM +0000,Martinez,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
34605,2,2008,01/12/2008 08:00 AM +0000,1,20,MB,,n95450,33,0,M,,PA,,1,0,0,0,0,W,,0,0,12,,0,0,N,N,28,M,N,0,D,C,NS,99,03/04/2008 08:00 AM +0000,Unknown,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
34642,2,2008,01/11/2008 08:00 AM +0000,6,7,IN,,n95392,0,0,,,PA,,1,0,0,1,0,W,,0,0,,,0,0,U,N,61,F,N,1,N,N,NS,99,03/10/2008 07:00 AM +0000,Unknown,1,"33rd and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
34643,2,2008,01/11/2008 08:00 AM +0000,6,7,IN,,n95380,0,0,,,PA,,1,0,0,1,0,W,,0,0,2,,0,0,U,N,68,M,N,1,N,N,NS,99,03/10/2008 07:00 AM +0000,Unknown,1,"33rd and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
34703,2,2008,01/09/2008 08:00 AM +0000,4,7,MB,,n94500,25,0,F,,PA,,1,0,1,0,0,E,,0,0,1,,0,0,N,N,16,M,N,0,W,C,NS,99,03/17/2008 07:00 AM +0000,Unknown,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
34805,1,2008,01/06/2008 08:00 AM +0000,1,18,MB,,n93891,36,0,M,,CV,,1,0,0,1,0,E,,0,0,,,0,0,N,N,24,M,N,0,W,C,NS,99,03/21/2008 07:00 AM +0000,Unknown,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
32668,1,2008,06/17/2008 07:00 AM +0000,3,19,MB,14419,v36612,0,0,,,PA,,1,0,0,1,0,,,0,0,0,,0,0,N,N,21,M,N,,N,N,NS,99,08/27/2008 07:00 AM +0000,Martinez,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
31599,1,2008,05/07/2008 07:00 AM +0000,4,21,MB,,v25662,0,0,M,,PA,,1,0,0,1,0,W,,0,0,0,,0,0,N,N,15,M,N,,D,C,NS,99,07/31/2008 07:00 AM +0000,Martinez,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
34976,2,2008,01/01/2008 08:00 AM +0000,3,13,MB,,n92605,22,0,F,,PA,,1,0,0,1,0,W,,0,0,14,,0,0,N,N,51,F,N,5,N,N,NS,99,04/01/2008 07:00 AM +0000,Unknown,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
34996,1,2008,01/13/2008 08:00 AM +0000,1,16,IN,,n95602,0,0,,,PA,,0,0,0,0,0,W,,0,0,,,0,0,U,N,51,M,I,8,D,C,NS,99,04/02/2008 07:00 AM +0000,Unknown,1,"26th and St Marys Ave North Leg
Omaha, NE 68104
(41.295230000000004, -96.00216)"
35122,1,2008,01/16/2008 08:00 AM +0000,4,1,IN,,n96296,0,0,M,,PA,,1,0,1,0,0,W,,0,0,,,0,0,U,N,44,F,N,5,W,O,NS,99,04/14/2008 07:00 AM +0000,Unknown,1,"30th and Lake
Omaha, NE 68104
(41.295230000000004, -96.00216)"
35150,1,2008,01/17/2008 08:00 AM +0000,5,8,IN,,n96646,17,0,M,,PA,,1,0,1,0,0,E,,0,0,2,,0,0,N,N,8,M,N,1,S,C,NS,99,04/16/2008 07:00 AM +0000,Unknown,1,"144th and N
Omaha, NE 68104
(41.295230000000004, -96.00216)"
31467,1,2008,04/27/2008 07:00 AM +0000,1,12,IN,,v22799,38,0,M,,PA,,1,0,0,0,1,N,,0,0,0,,0,0,N,N,14,M,N,,D,C,NS,99,07/28/2008 07:00 AM +0000,Martinez,1,"120th and Westwood Lane
Omaha, NE 68104
(41.23219087614808, -96.10074013013224)"
35379,1,2008,02/02/2008 08:00 AM +0000,7,9,IN,,v00619,84,0,M,,PA,,1,0,0,1,0,S,,0,0,2,,7,0,N,N,43,M,N,,D,C,NS,99,05/21/2008 07:00 AM +0000,Unknown,1,"40th and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
35614,1,2008,02/07/2008 08:00 AM +0000,5,14,MB,,v01232,33,0,M,,PA,,1,0,1,0,0,N,,0,0,0,,0,0,N,N,47,M,N,5,D,C,NS,99,05/28/2008 07:00 AM +0000,Unknown,1,"17th and Chicago
Omaha, NE 68104
(41.295230000000004, -96.00216)"
35651,2,2008,02/07/2008 08:00 AM +0000,5,15,IN,,v01924,30,0,F,,TR,,1,0,0,1,0,N,,0,0,2,,0,0,N,N,72,M,N,1,D,C,NS,99,05/29/2008 07:00 AM +0000,Unknown,1,"36th and Q
Omaha, NE 68104
(41.295230000000004, -96.00216)"
35763,1,2008,01/22/2008 08:00 AM +0000,3,13,MB,,n97787,23,0,F,,PA,,1,0,1,0,0,S,,0,0,12,,0,0,N,N,25,M,N,13,S,O,NS,99,06/05/2008 07:00 AM +0000,RATHBUN,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
35774,1,2008,01/22/2008 08:00 AM +0000,3,15,IN,,n97853,60,0,F,,PA,,1,0,0,1,0,W,,0,0,2,,0,0,N,N,22,F,N,1,W,C,NS,99,06/05/2008 07:00 AM +0000,RATHBUN,1,"42nd and Farnam
Omaha, NE 68104
(41.295230000000004, -96.00216)"
36006,1,2008,01/25/2008 08:00 AM +0000,6,18,MB,,n98696,46,0,M,,TR,,1,0,0,1,0,W,,0,0,,12,0,0,N,N,29,M,N,8,W,C,NS,99,06/20/2008 07:00 AM +0000,RATHBUN,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
36120,2,2008,01/28/2008 08:00 AM +0000,2,15,MB,,n99364,49,0,M,,PA,,1,0,1,0,0,W,,0,0,,,0,0,N,N,16,M,N,14,W,O,NS,99,06/26/2008 07:00 AM +0000,RATHBUN,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
36150,1,2008,01/29/2008 08:00 AM +0000,3,6,IN,,n99537,47,0,F,,PA,,1,0,1,0,0,N,,0,0,2,,0,0,N,N,61,M,N,0,D,C,NS,99,06/30/2008 07:00 AM +0000,RATHBUN,1,"28th and Farnam
Omaha, NE 68104
(41.295230000000004, -96.00216)"
36243,1,2008,01/30/2008 08:00 AM +0000,4,16,IN,,n99981,0,0,,,PA,,1,0,0,1,0,S,,0,0,,,0,0,U,N,55,M,N,1,D,C,NS,99,07/02/2008 07:00 AM +0000,RATHBUN,1,"29th and St Marys Ave
Omaha, NE 68104
(41.2535317879034, -95.95448338850719)"
36286,1,2008,03/31/2008 07:00 AM +0000,2,16,MB,15717,v15289,18,0,F,,PA,,1,0,0,1,0,N,,0,0,12,,0,0,N,N,79,M,N,5,D,O,NS,99,07/07/2008 07:00 AM +0000,RATHBUN,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
34886,1,2008,01/04/2008 08:00 AM +0000,6,13,IN,,n93361,41,0,M,,PA,,1,0,1,0,0,N,,0,0,,,0,0,N,N,18,F,N,2,D,C,NS,99,03/27/2008 07:00 AM +0000,Unknown,1,"19th and Farnam
Omaha, NE 68104
(41.295230000000004, -96.00216)"
36349,1,2008,04/01/2008 07:00 AM +0000,3,8,MB,,v15458,62,0,F,,PA,,0,0,0,0,0,S,,0,0,,,0,0,N,N,8,F,N,14,D,O,NS,99,07/08/2008 07:00 AM +0000,RATHBUN,1,"Fontenelle Blvd and Laurel Ave
Omaha, NE 68104
(41.295230000000004, -96.00216)"
34910,1,2008,01/03/2008 08:00 AM +0000,5,17,IN,,n93213,0,0,F,,PA,,1,0,0,1,0,,,0,0,,,0,0,N,N,8,M,N,0,D,C,NS,99,03/28/2008 07:00 AM +0000,Unknown,1,"65th and Ames Ave
Omaha, NE 68104
(41.29957707580354, -96.01302925261461)"
36781,1,2008,05/01/2008 07:00 AM +0000,5,9,IN,,v23990,72,0,F,,PA,,1,0,0,1,0,S,,0,0,,,0,0,N,N,71,M,N,0,D,C,NS,99,07/29/2008 07:00 AM +0000,Rathbun,1,"Dillon Drive and Underwood Ave
Omaha, NE 68104
(41.265061096319016, -96.00652715434279)"
36812,1,2008,05/03/2008 07:00 AM +0000,7,17,MB,,v24497,18,0,M,,PA,,1,0,0,1,0,S,,0,0,12,,0,0,N,N,20,F,N,12,D,C,NS,99,07/30/2008 07:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
36846,1,2008,05/04/2008 07:00 AM +0000,1,18,IN,,v24757,39,0,M,,PA,,1,0,1,0,0,W,,0,0,7,,0,0,N,N,44,M,N,3,D,C,NS,99,08/05/2008 07:00 AM +0000,Rathbun,1,"34th and Jackson
Omaha, NE 68104
(41.295230000000004, -96.00216)"
35268,1,2008,01/18/2008 08:00 AM +0000,6,20,IN,,n96953,0,0,,,PA,,1,0,1,0,0,W,,0,0,,,0,0,U,N,23,F,N,1,W,C,NS,99,05/27/2008 07:00 AM +0000,Unknown,1,"51st and Underwood Av
Omaha, NE 68104
(41.295230000000004, -96.00216)"
30000,1,2008,02/27/2008 08:00 AM +0000,4,22,MB,,v06709,27,0,F,,PA,,1,0,0,1,0,W,,0,0,0,,0,0,N,N,38,M,D,5,D,C,NS,99,06/16/2008 07:00 AM +0000,Martinez,1,"34th and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
37057,1,2008,06/06/2008 07:00 AM +0000,6,18,IN,,v33497,39,0,M,,PA,,1,0,1,0,0,N,,0,0,,,0,0,N,N,14,M,N,3,D,C,NS,99,08/20/2008 07:00 AM +0000,Rathbun,1,"Fort and Templeton Drive
Omaha, NE 68104
(41.295230000000004, -96.00216)"
36361,2,2008,04/02/2008 07:00 AM +0000,4,15,IN,,v15847,17,0,M,,PA,,1,0,0,0,1,E,,0,0,,,0,0,N,N,13,F,N,2,D,C,NS,99,07/08/2008 07:00 AM +0000,RATHBUN,1,"23rd and L
Omaha, NE 68104
(41.295230000000004, -96.00216)"
37185,1,2008,06/14/2008 07:00 AM +0000,7,13,IN,,v35479,30,0,M,,PA,,1,0,0,1,0,E,,0,0,,,0,0,N,N,6,M,N,14,D,C,NS,99,08/27/2008 07:00 AM +0000,Rathbun,1,"32nd Ave and Leavenworth
Omaha, NE 68104
(41.25238964892617, -95.96026602915555)"
37199,1,2008,06/14/2008 07:00 AM +0000,7,22,MB,3406,v35625,76,0,M,,PA,,1,0,0,1,0,S,,0,0,,,0,0,N,N,26,M,I,5,D,C,NS,99,08/28/2008 07:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
36341,1,2008,04/01/2008 07:00 AM +0000,3,18,IN,,v15623,23,0,M,,PA,,1,0,1,0,0,W,,0,0,,,0,0,N,N,22,F,N,0,D,O,NS,99,07/08/2008 07:00 AM +0000,RATHBUN,1,"46th and California North Leg
Omaha, NE 68104
(41.295230000000004, -96.00216)"
36374,1,2008,04/02/2008 07:00 AM +0000,4,18,IN,,v15938,22,0,M,,PA,,1,0,1,0,0,N,,0,0,2,,0,0,N,N,36,F,N,3,D,C,NS,99,07/09/2008 07:00 AM +0000,RATHBUN,1,"103rd Ave and Military Road
Omaha, NE 68104
(41.295230000000004, -96.00216)"
37423,1,2008,06/27/2008 07:00 AM +0000,6,18,IN,,v39306,60,0,M,,PA,,1,0,0,1,0,N,,0,0,,,0,0,N,N,30,F,N,3,W,O,NS,99,09/19/2008 07:00 AM +0000,Rathbun,1,"49th and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
37452,1,2008,07/21/2008 07:00 AM +0000,2,7,MB,,v45132,0,0,M,,PA,,1,0,1,0,0,W,,0,0,,,0,0,U,N,59,M,N,0,D,C,NS,99,09/22/2008 07:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
37537,1,2008,07/23/2008 07:00 AM +0000,4,16,MB,,v45799,0,0,,,PA,,1,0,1,0,0,W,,0,0,,,0,0,U,N,18,F,N,0,D,O,NS,99,09/25/2008 07:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
37667,2,2008,08/17/2008 07:00 AM +0000,1,22,IN,,v52722,0,0,,,PA,,1,0,0,1,0,N,,0,0,,,0,0,U,N,38,M,N,0,D,C,NS,99,10/09/2008 07:00 AM +0000,Rathbun,1,"42nd and Larimore Ave
Omaha, NE 68104
(41.295230000000004, -96.00216)"
37888,1,2008,08/30/2008 07:00 AM +0000,7,15,IN,,v56377,0,0,,,PA,,1,0,1,0,0,W,,0,0,,,0,0,U,N,32,F,N,0,D,C,NS,99,10/27/2008 07:00 AM +0000,Rathbun,1,"45th and Nicholas
Omaha, NE 68104
(41.295230000000004, -96.00216)"
37893,1,2008,08/30/2008 07:00 AM +0000,7,16,IN,,v56370,0,0,,,PA,,1,0,0,1,0,S,,0,0,,,0,0,U,N,8,F,N,13,D,C,NS,99,10/27/2008 07:00 AM +0000,Rathbun,1,"30th Ave and Pacific
Omaha, NE 68104
(41.24875638792781, -95.95720833425594)"
38177,1,2008,09/08/2008 07:00 AM +0000,2,13,MB,,v58850,18,0,M,,PA,,1,0,0,1,0,N,,0,0,,,0,0,N,N,41,M,I,5,D,O,NS,99,11/10/2008 08:00 AM +0000,Rathbun,1,"24th and I
Omaha, NE 68104
(41.295230000000004, -96.00216)"
36921,1,2008,05/19/2008 07:00 AM +0000,2,12,MB,,v28629,53,0,F,,PA,,1,0,1,0,0,E,,0,0,,,0,0,N,N,21,F,U,14,D,C,NS,99,08/08/2008 07:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
38664,1,2008,09/20/2008 07:00 AM +0000,7,3,MB,,v62238,21,0,M,,TR,,1,0,0,1,0,W,,0,0,12,,0,0,N,N,46,M,N,0,D,C,NS,99,12/08/2008 08:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
38754,1,2008,09/18/2008 07:00 AM +0000,5,17,IN,,v61830,41,0,M,,PA,,1,0,0,1,0,N,,0,0,2,,0,0,N,N,54,M,N,1,D,C,NS,99,12/10/2008 08:00 AM +0000,Rathbun,1,"13th and Harney
Omaha, NE 68104
(41.295230000000004, -96.00216)"
38884,1,2008,09/25/2008 07:00 AM +0000,5,19,IN,,v63828,21,0,F,,PA,,1,0,1,0,0,W,,0,0,,,0,0,N,N,74,M,N,0,D,C,NS,99,12/16/2008 08:00 AM +0000,Rathbun,1,"41st and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
38900,2,2008,09/25/2008 07:00 AM +0000,5,16,MB,,v63804,37,0,F,,PA,,1,0,0,1,0,S,,0,0,,,0,0,N,N,3,F,N,0,D,C,NS,99,12/17/2008 08:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
38936,1,2008,09/26/2008 07:00 AM +0000,6,16,IN,,v64076,0,0,,,PA,,1,0,0,1,0,S,,0,0,,,0,0,U,N,39,M,N,0,D,C,NS,99,12/29/2008 08:00 AM +0000,Rathbun,1,"156th and Sprague
Omaha, NE 68104
(41.295230000000004, -96.00216)"
39045,1,2008,09/30/2008 07:00 AM +0000,3,12,IN,,v64944,21,0,F,,PA,,1,0,0,1,0,N,,0,0,,,0,0,N,N,55,F,N,1,D,C,NS,99,01/02/2009 08:00 AM +0000,Rathbun,1,"14th and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
39294,1,2008,10/07/2008 07:00 AM +0000,3,6,IN,,v66876,0,0,,,PA,,1,0,1,0,0,S,,0,0,,,0,0,U,N,26,F,N,1,N,N,NS,99,01/13/2009 08:00 AM +0000,Rathbun,1,"49th and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
39310,1,2008,10/08/2008 07:00 AM +0000,4,13,IN,,v67089,57,0,F,,PA,,1,0,1,0,0,N,,0,0,,,0,0,N,N,72,M,N,0,D,C,NS,99,01/13/2009 08:00 AM +0000,Rathbun,1,"129th and West Center Road
Omaha, NE 68104
(41.233998513427025, -96.11458069616316)"
39335,1,2008,10/09/2008 07:00 AM +0000,5,16,MB,5223,v67456,0,0,F,,PA,,1,0,1,0,0,N,,0,0,,,0,0,N,N,18,F,N,0,D,C,NS,99,01/13/2009 08:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
39411,2,2008,10/10/2008 07:00 AM +0000,6,13,IN,,v67697,41,0,F,,PA,,1,0,1,0,0,E,,0,0,,,0,0,N,N,46,M,N,0,D,C,NS,99,01/14/2009 08:00 AM +0000,Rathbun,1,"40th and Cuming
Omaha, NE 68104
(41.295230000000004, -96.00216)"
37137,1,2008,06/08/2008 07:00 AM +0000,1,13,IN,,v33880,33,0,F,,PA,,1,0,1,0,0,W,,0,0,,,0,0,N,N,10,M,N,0,D,O,NS,99,08/21/2008 07:00 AM +0000,Rathbun,1,"35th Ave and Arbor
Omaha, NE 68104
(41.23578816426533, -95.9655180698067)"
38324,1,2008,09/11/2008 07:00 AM +0000,5,9,IN,,v59658,25,0,F,,PA,,1,0,0,1,0,N,,0,0,,,0,0,N,N,21,F,N,2,W,O,NS,99,11/18/2008 08:00 AM +0000,Rathbun,1,"24th and Burt
Omaha, NE 68104
(41.295230000000004, -96.00216)"
40141,1,2008,10/29/2008 07:00 AM +0000,4,9,IN,,v72938,45,0,M,,PA,,1,0,1,0,0,S,,0,0,2,,0,0,N,N,47,F,N,0,D,C,NS,99,02/11/2009 08:00 AM +0000,Rathbun,1,"42nd and Center
Omaha, NE 68104
(41.295230000000004, -96.00216)"
40424,1,2008,11/06/2008 08:00 AM +0000,5,15,IN,,v75250,0,0,,,PA,,1,0,1,0,0,E,,0,0,2,,0,0,U,N,24,F,N,1,D,O,NS,99,02/25/2009 08:00 AM +0000,Rathbun,1,"42nd and Farnam
Omaha, NE 68104
(41.295230000000004, -96.00216)"
40542,1,2008,11/09/2008 08:00 AM +0000,1,16,IN,,v75896,28,0,M,,PA,,1,0,0,1,0,E,,0,0,2,,0,0,N,N,15,M,N,3,D,C,NS,99,03/03/2009 08:00 AM +0000,Rathbun,1,"Northwest Radial Hwy and Saddle Creek Road
Omaha, NE 68104
(41.295230000000004, -96.00216)"
